order_id,order_date,sales_qty,sales_amount,currency,user_id,r_id
18671,24-01-2018,3,111,INR,65368,559241
18672,24-01-2018,149,0,INR,62297,526083
18673,24-01-2018,151,7083,INR,72949,526081
18674,24-01-2018,299,20593,INR,96585,546496
18675,24-01-2018,1,60,INR,57131,499162
18676,24-01-2018,13,1097,INR,85176,489791
18677,24-01-2018,110,9634,INR,73135,84912
18678,24-01-2018,60,5176,INR,85493,566521
18679,24-01-2018,180,28833,INR,86353,422827
18680,24-01-2018,83,10681,INR,55492,172707
18681,24-01-2018,5,347,INR,46159,448721
18682,24-01-2018,40,3523,INR,29336,483003
18683,24-01-2018,57,5431,INR,50825,58070
18684,24-01-2018,21,1792,INR,98513,7004
18685,24-01-2018,25,3736,INR,36329,441390
18686,24-01-2018,49,13435,INR,47283,424800
18687,24-01-2018,19,2361,INR,35600,454099
18688,24-01-2018,142,13731,INR,16020,208038
18689,24-01-2018,1,69,INR,30539,120132
18690,24-01-2018,1,139,INR,95779,361396
18691,24-01-2018,1,65,INR,24554,475790
18692,24-01-2018,1,250,INR,68400,572008
18693,24-01-2018,1,74,INR,4241,40511
18694,24-01-2018,1,361,INR,15835,463529
18695,24-01-2018,1,102,INR,67089,401266
18696,24-01-2018,1,134,INR,89922,482199
18697,24-01-2018,1,153,INR,7731,542506
18698,24-01-2018,1,366,INR,46288,227652
18699,24-01-2018,1,213,INR,3646,356261
18700,24-01-2018,1,199,INR,55067,300091
18701,24-01-2018,1,227,INR,70474,457151
18702,24-01-2018,2,903,INR,61526,555349
18703,24-01-2018,1,194,INR,21502,565064
18704,24-01-2018,1,97,INR,51047,154709
18705,24-01-2018,1,296,INR,68803,456239
18706,24-01-2018,2,657,INR,83936,477933
18707,24-01-2018,1,255,INR,98299,551624
18708,24-01-2018,1,56,INR,65818,545523
18709,24-01-2018,1,51,INR,60607,327250
18710,24-01-2018,1,60,INR,40624,571292
18711,24-01-2018,1,231,INR,31758,568843
18712,24-01-2018,1,255,INR,82097,474560
18713,24-01-2018,1,125,INR,50207,351959
18714,24-01-2018,1,116,INR,62752,546337
18715,24-01-2018,1,269,INR,10660,576101
18716,24-01-2018,1,319,INR,39664,532999
18717,24-01-2018,1,93,INR,97532,452518
18718,24-01-2018,1,157,INR,195,308057
18719,24-01-2018,1,106,INR,96176,507478
18720,24-01-2018,1,278,INR,98996,139468
18721,24-01-2018,1,102,INR,18495,486483
18722,24-01-2018,1,93,INR,40611,446938
18723,24-01-2018,2,324,INR,47508,13744
18724,24-01-2018,1,102,INR,41488,458685
18725,24-01-2018,2,380,INR,44855,491280
18726,24-01-2018,1,56,INR,88358,401578
18727,24-01-2018,1,83,INR,97999,576665
18728,24-01-2018,1,42,INR,14651,577756
18729,24-01-2018,1,120,INR,26370,576666
18730,24-01-2018,1,102,INR,10138,405036
18731,24-01-2018,1,106,INR,89899,67007
18732,24-01-2018,9,1995,INR,73948,67008
18733,24-01-2018,3,583,INR,94183,67006
18734,24-01-2018,1,167,INR,75985,260675
18735,24-01-2018,1,194,INR,62441,81354
18736,24-01-2018,1,79,INR,18693,300470
18737,24-01-2018,2,417,INR,21848,526129
18738,24-01-2018,1,139,INR,64233,106524
18739,24-01-2018,1,120,INR,15337,462845
18740,24-01-2018,1,421,INR,1020,561128
18741,24-01-2018,2,796,INR,42551,293695
18742,24-01-2018,1,88,INR,27884,538342
18743,24-01-2018,1,528,INR,24526,65830
18744,24-01-2018,1,255,INR,26161,557598
18745,24-01-2018,1,259,INR,41794,428326
18746,24-01-2018,1,565,INR,68133,462315
18747,24-01-2018,1,694,INR,55355,554635
18748,24-01-2018,1,403,INR,81948,31324
18749,24-01-2018,1,171,INR,3831,465271
18750,24-01-2018,1,190,INR,61841,395822
18751,24-01-2018,1,97,INR,78305,392314
18752,24-01-2018,1,194,INR,18545,185720
18753,24-01-2018,6,1167,INR,31622,485469
18754,24-01-2018,3,435,INR,14835,503976
18755,24-01-2018,1,185,INR,18928,460288
18756,24-01-2018,1,153,INR,18712,442324
18757,24-01-2018,1,37,INR,647,195691
18758,24-01-2018,1,185,INR,46223,569440
18759,24-01-2018,1,194,INR,57030,346038
18760,24-01-2018,1,83,INR,99052,381767
18761,24-01-2018,1,144,INR,90501,413689
18762,24-01-2018,1,1028,INR,85685,111748
18763,24-01-2018,1,296,INR,38682,116640
18764,24-01-2018,1,310,INR,20175,487079
18765,24-01-2018,1,162,INR,74451,577669
18766,24-01-2018,1,861,INR,8839,447847
18767,24-01-2018,1,148,INR,95405,533842
18768,24-01-2018,1,213,INR,90394,227535
18769,24-01-2018,1,245,INR,35529,469888
18770,24-01-2018,1,97,INR,28941,168013
18771,24-01-2018,1,74,INR,70066,55564
18772,24-01-2018,1,264,INR,91196,447725
18773,24-01-2018,3,426,INR,64437,2787
18774,24-01-2018,7,764,INR,55758,388789
18775,24-01-2018,1,167,INR,88657,505821
18776,24-01-2018,1,106,INR,98550,474175
18777,24-01-2018,1,83,INR,85382,296248
18778,24-01-2018,1,79,INR,1924,572454
18779,24-01-2018,1,69,INR,97566,259220
18780,24-01-2018,7,4394,INR,88286,90524
18781,24-01-2018,80,111218,INR,64135,475305
18782,24-01-2018,1,264,INR,6368,541152
18783,24-01-2018,1,569,INR,96431,234179
18784,24-01-2018,1,773,INR,53138,543098
18785,24-01-2018,2,1389,INR,89159,559908
18786,24-01-2018,1,0,INR,51538,113119
18787,24-01-2018,2,2315,INR,31854,572714
18788,24-01-2018,1,1222,INR,85710,74379
18789,24-01-2018,8,6019,INR,96993,560733
18790,24-01-2018,1,1486,INR,77005,160698
18791,24-01-2018,1,1838,INR,92745,298217
18792,24-01-2018,3,6468,INR,70559,22665
18793,24-01-2018,1,1139,INR,37428,463323
18794,24-01-2018,1,315,INR,19199,88703
18795,24-01-2018,1,458,INR,18450,108286
18796,24-01-2018,1,0,INR,92150,433644
18797,24-01-2018,1,0,INR,5732,487195
18798,24-01-2018,14,16935,INR,9141,278037
18799,24-01-2018,7,10801,INR,55425,526195
18800,24-01-2018,2,1856,INR,30447,463957
18801,24-01-2018,14,13162,INR,83867,431354
18802,24-01-2018,7,10801,INR,62572,464156
18803,24-01-2018,29,15843,INR,16317,550617
18804,24-01-2018,1,3065,INR,43669,121616
18805,24-01-2018,70,216690,INR,64594,130920
18806,24-01-2018,1,0,INR,73563,257408
18807,24-01-2018,1,2185,INR,25750,106209
18808,24-01-2018,1,1315,INR,45886,133962
18809,24-01-2018,1,3282,INR,62588,571057
18810,24-01-2018,1,764,INR,4566,370057
18811,24-01-2018,1,662,INR,29471,438422
18812,24-01-2018,1,491,INR,31414,80818
18813,24-01-2018,1,0,INR,66095,494328
18814,24-01-2018,2,2694,INR,75180,264176
18815,24-01-2018,1,417,INR,27648,70035
18816,24-01-2018,14,14306,INR,5724,159539
18817,24-01-2018,40,26255,INR,62217,67308
18818,24-01-2018,1,894,INR,34113,67309
18819,24-01-2018,5,4023,INR,13973,67306
18820,24-01-2018,40,51111,INR,66956,430738
18821,24-01-2018,2,2667,INR,67885,67307
18822,24-01-2018,1,0,INR,22397,65824
18823,24-01-2018,1,801,INR,15621,65826
18824,24-01-2018,2,3639,INR,68227,65828
18825,24-01-2018,1,2819,INR,86143,65706
18826,24-01-2018,1,463,INR,50342,
18827,25-01-2018,29,15843,INR,21334,417399
18828,25-01-2018,7,11630,INR,22446,435577
18829,25-01-2018,80,322495,INR,14741,96453
18830,25-01-2018,1,3787,INR,92178,427410
18831,25-01-2018,80,322495,INR,22174,566668
18832,25-01-2018,1,0,INR,47421,213131
18833,25-01-2018,13,3120,INR,74361,213120
18834,25-01-2018,1,171,INR,81854,518002
18835,25-01-2018,3,694,INR,52163,497133
18836,25-01-2018,1,421,INR,96302,405302
18837,25-01-2018,2,1259,INR,69218,227265
18838,25-01-2018,1,750,INR,218,555227
18839,25-01-2018,1,0,INR,13251,400226
18840,25-01-2018,2,0,INR,23380,313834
18841,25-01-2018,26,12667,INR,53400,313836
18842,25-01-2018,67,29185,INR,19078,529880
18843,25-01-2018,9,2569,INR,38343,209835
18844,25-01-2018,11,3296,INR,10255,549657
18845,25-01-2018,112,28273,INR,11922,552931
18846,25-01-2018,7,1843,INR,77160,555645
18847,25-01-2018,19,1412,INR,9958,471319
18848,25-01-2018,18,1037,INR,72185,278493
18849,25-01-2018,3,306,INR,94298,482486
18850,25-01-2018,1,167,INR,9360,479256
18851,25-01-2018,1,88,INR,32213,476783
18852,25-01-2018,1,269,INR,16407,515375
18853,25-01-2018,3,347,INR,6633,430991
18854,25-01-2018,2,319,INR,26893,8799
18855,25-01-2018,107,45861,INR,56099,379710
18856,25-01-2018,1,319,INR,33459,168444
18857,25-01-2018,7,1704,INR,37535,557728
18858,25-01-2018,3,972,INR,7042,135956
18859,25-01-2018,1,42,INR,64968,106217
18860,25-01-2018,1,486,INR,25657,229453
18861,25-01-2018,1,218,INR,22442,195222
18862,25-01-2018,1,37,INR,55024,439370
18863,25-01-2018,10,12417,INR,1625,578343
18864,25-01-2018,1,542,INR,99589,327333
18865,25-01-2018,1,338,INR,30027,494274
18866,25-01-2018,1,194,INR,66748,407823
18867,25-01-2018,1,79,INR,30345,305934
18868,25-01-2018,2,532,INR,59089,289092
18869,25-01-2018,1,324,INR,27970,471682
18870,25-01-2018,1,167,INR,41977,504680
18871,25-01-2018,40,14574,INR,17524,238179
18872,25-01-2018,2,532,INR,23462,58220
18873,25-01-2018,3,907,INR,87511,64347
18874,25-01-2018,1,167,INR,7527,423151
18875,25-01-2018,1,167,INR,13409,509274
18876,25-01-2018,1,139,INR,63943,221321
18877,25-01-2018,1,42,INR,78927,73662
18878,25-01-2018,16,4060,INR,28759,350970
18879,25-01-2018,16,2130,INR,17736,358102
18880,25-01-2018,17,4639,INR,33691,133803
18881,25-01-2018,5,699,INR,40479,12614
18882,25-01-2018,1,139,INR,98859,258095
18883,25-01-2018,40,14574,INR,41302,541028
18884,25-01-2018,1,329,INR,32528,271618
18885,25-01-2018,2,532,INR,48587,500838
18886,25-01-2018,6,3704,INR,99644,19145
18887,25-01-2018,1,167,INR,46323,376574
18888,25-01-2018,6,3588,INR,8862,219033
18889,25-01-2018,1,157,INR,72782,261435
18890,25-01-2018,1,208,INR,33517,556263
18891,25-01-2018,2,2486,INR,48063,554689
18892,25-01-2018,25,25704,INR,90060,545742
18893,25-01-2018,18,15597,INR,54927,545863
18894,25-01-2018,1,560,INR,33138,436385
18895,25-01-2018,24,10500,INR,77676,53769
18896,25-01-2018,1,301,INR,55268,389905
18897,25-01-2018,1,148,INR,34812,528430
18898,25-01-2018,1,144,INR,6858,157413
18899,25-01-2018,1,630,INR,26801,330052
18900,25-01-2018,12,10648,INR,44150,449748
18901,25-01-2018,99,265199,INR,43213,362744
18902,25-01-2018,1,1208,INR,2560,556819
18903,25-01-2018,1,116,INR,18934,361906
18904,25-01-2018,28,7741,INR,64656,328402
18905,25-01-2018,1,185,INR,35407,512442
18906,25-01-2018,1,144,INR,12625,561579
18907,25-01-2018,1,93,INR,5825,565389
18908,25-01-2018,1,93,INR,9261,242902
18909,25-01-2018,3,148,INR,29999,578847
18910,25-01-2018,2,93,INR,49437,429077
18911,25-01-2018,36,4412,INR,61128,503345
18912,25-01-2018,11,889,INR,56882,336177
18913,25-01-2018,40,3505,INR,78528,395512
18914,25-01-2018,60,5176,INR,56223,178707
18915,25-01-2018,160,20731,INR,92393,173440
18916,25-01-2018,77,10944,INR,85782,156466
18917,25-01-2018,5,468,INR,90752,413183
18918,25-01-2018,17,1875,INR,10876,429261
18919,25-01-2018,1,83,INR,92955,6746
18920,25-01-2018,11,1051,INR,38557,403031
18921,25-01-2018,1,139,INR,62892,343302
18922,25-01-2018,1,144,INR,51943,222860
18923,25-01-2018,1,83,INR,73662,207258
18924,25-01-2018,2,500,INR,11062,297365
18925,25-01-2018,1,176,INR,9968,518222
18926,25-01-2018,1,120,INR,31422,419526
18927,25-01-2018,1,97,INR,21441,566955
18928,25-01-2018,1,338,INR,66015,568692
18929,25-01-2018,1,282,INR,20652,525164
18930,25-01-2018,1,222,INR,24521,548543
18931,25-01-2018,1,333,INR,19995,551222
18932,25-01-2018,1,282,INR,32218,538714
18933,25-01-2018,1,74,INR,47298,545580
18934,25-01-2018,1,194,INR,58593,247834
18935,25-01-2018,1,51,INR,29095,126700
18936,25-01-2018,1,250,INR,41737,464875
18937,25-01-2018,1,426,INR,86859,427459
18938,25-01-2018,1,171,INR,89980,524568
18939,25-01-2018,1,134,INR,51015,356287
18940,25-01-2018,1,88,INR,67059,302660
18941,25-01-2018,1,181,INR,80424,509652
18942,25-01-2018,1,106,INR,14451,292617
18943,25-01-2018,1,454,INR,5766,115073
18944,25-01-2018,1,65,INR,44672,473038
18945,25-01-2018,1,185,INR,97712,542499
18946,25-01-2018,1,32,INR,81768,392520
18947,25-01-2018,1,56,INR,43563,560500
18948,25-01-2018,1,162,INR,42721,138348
18949,25-01-2018,1,111,INR,13747,476680
18950,25-01-2018,1,65,INR,56689,572713
18951,25-01-2018,1,171,INR,69887,518302
18952,25-01-2018,1,144,INR,48697,540302
18953,25-01-2018,1,125,INR,94492,358276
18954,25-01-2018,1,51,INR,84278,541728
18955,25-01-2018,1,153,INR,59890,376829
18956,25-01-2018,1,106,INR,675,444285
18957,25-01-2018,1,181,INR,7679,111815
18958,25-01-2018,1,65,INR,32023,354996
18959,25-01-2018,1,106,INR,3297,492399
18960,25-01-2018,1,259,INR,92990,417864
18961,25-01-2018,1,139,INR,28014,372833
18962,25-01-2018,1,250,INR,45991,551895
18963,25-01-2018,3,699,INR,76986,133288
18964,25-01-2018,3,630,INR,32768,337690
18965,25-01-2018,1,1037,INR,54129,10812
18966,25-01-2018,1,199,INR,45025,435470
18967,25-01-2018,2,870,INR,75097,341299
18968,25-01-2018,1,426,INR,93613,392929
18969,25-01-2018,17,12444,INR,59599,554639
18970,25-01-2018,1,139,INR,51683,567785
18971,25-01-2018,1,505,INR,20062,45281
18972,25-01-2018,2,630,INR,94160,573955
18973,25-01-2018,1,134,INR,22716,76241
18974,25-01-2018,32,5352,INR,71454,339717
18975,25-01-2018,1,74,INR,27777,360997
18976,25-01-2018,1,46,INR,94537,544239
18977,25-01-2018,1,56,INR,44067,312131
18978,25-01-2018,3,361,INR,15309,392325
18979,25-01-2018,1,153,INR,71191,244758
18980,25-01-2018,1,65,INR,49131,106640
18981,25-01-2018,10,1838,INR,92081,555287
18982,25-01-2018,1,83,INR,32736,559886
18983,25-01-2018,1,162,INR,92707,555283
18984,25-01-2018,1,83,INR,89224,439595
18985,25-01-2018,1,171,INR,29108,151302
18986,25-01-2018,1,574,INR,41684,466759
18987,25-01-2018,1,144,INR,86077,447727
18988,25-01-2018,1,292,INR,4194,447848
18989,25-01-2018,1,65,INR,89019,36006
18990,25-01-2018,4,463,INR,3597,548675
18991,25-01-2018,1,74,INR,61598,435751
18992,25-01-2018,4,523,INR,56084,176420
18993,25-01-2018,1,65,INR,81529,564802
18994,25-01-2018,1,42,INR,76737,428789
18995,25-01-2018,1,93,INR,8451,428787
18996,25-01-2018,2,199,INR,53716,460274
18997,25-01-2018,1,106,INR,98543,398015
18998,25-01-2018,1,69,INR,89317,314687
18999,25-01-2018,1,287,INR,85842,524470
19000,25-01-2018,3,3185,INR,64183,3144
19001,25-01-2018,1,917,INR,30475,485387
19002,25-01-2018,17,25972,INR,80711,340076
19003,25-01-2018,2,2653,INR,92395,442882
19004,25-01-2018,1,1843,INR,36991,474218
19005,25-01-2018,1,287,INR,79724,455719
19006,25-01-2018,1,315,INR,27062,85591
19007,25-01-2018,40,57560,INR,64342,351041
19008,25-01-2018,5,7079,INR,536,259844
19009,25-01-2018,3,3352,INR,77772,122454
19010,25-01-2018,7,6648,INR,35702,464161
19011,25-01-2018,43,23764,INR,72960,205265
19012,25-01-2018,8,13273,INR,36559,323332
19013,25-01-2018,1,2014,INR,56606,540245
19014,25-01-2018,5,8139,INR,66048,500943
19015,25-01-2018,3,5657,INR,94324,538040
19016,25-01-2018,1,3519,INR,51855,195124
19017,25-01-2018,1,764,INR,3928,436132
19018,25-01-2018,1,662,INR,20414,374055
19019,25-01-2018,5,6731,INR,67942,115954
19020,25-01-2018,2,2083,INR,80842,209569
19021,25-01-2018,2,2653,INR,13785,420375
19022,25-01-2018,1,852,INR,78618,552133
19023,25-01-2018,1,1713,INR,47869,66909
19024,25-01-2018,1,741,INR,58840,551375
19025,25-01-2018,2,5398,INR,65567,363827
19026,25-01-2018,40,69051,INR,34524,
19027,26-01-2018,56,100574,INR,63122,36179
19028,26-01-2018,1,806,INR,81894,548213
19029,26-01-2018,11,18611,INR,88731,548210
19030,26-01-2018,1,514,INR,77317,483336
19031,26-01-2018,2,4519,INR,27282,57798
19032,26-01-2018,1,1306,INR,55707,37680
19033,26-01-2018,41,11630,INR,64699,290392
19034,26-01-2018,1,194,INR,42691,546659
19035,26-01-2018,2,431,INR,25578,184276
19036,26-01-2018,12,3181,INR,14895,497994
19037,26-01-2018,18,6097,INR,87591,346890
19038,26-01-2018,1,213,INR,12656,415427
19039,26-01-2018,1,116,INR,36660,410047
19040,26-01-2018,1,241,INR,3014,365242
19041,26-01-2018,15,5116,INR,51818,401091
19042,26-01-2018,1,755,INR,21236,438171
19043,26-01-2018,2,991,INR,4348,388378
19044,26-01-2018,1,171,INR,42832,377133
19045,26-01-2018,1,375,INR,78722,194262
19046,26-01-2018,18,10310,INR,31508,283196
19047,26-01-2018,5,2069,INR,48125,529882
19048,26-01-2018,11,4611,INR,59510,309587
19049,26-01-2018,32,15343,INR,29359,566160
19050,26-01-2018,7,2019,INR,24582,437346
19051,26-01-2018,1,167,INR,45389,468183
19052,26-01-2018,14,3528,INR,91167,479289
19053,26-01-2018,11,2889,INR,15689,292128
19054,26-01-2018,1,208,INR,25423,480398
19055,26-01-2018,23,1282,INR,32037,110857
19056,26-01-2018,64,6037,INR,88781,575582
19057,26-01-2018,81,8801,INR,59591,334433
19058,26-01-2018,1,144,INR,49990,551074
19059,26-01-2018,1,375,INR,2676,336861
19060,26-01-2018,7,1005,INR,33593,432565
19061,26-01-2018,7,972,INR,45158,516465
19062,26-01-2018,9,1139,INR,42488,406845
19063,26-01-2018,13,0,INR,70212,377808
19064,26-01-2018,14,3560,INR,2022,210974
19065,26-01-2018,1,306,INR,66740,214487
19066,26-01-2018,1,208,INR,90639,520975
19067,26-01-2018,27,7069,INR,82279,489910
19068,26-01-2018,3,1667,INR,54743,569766
19069,26-01-2018,1,1565,INR,66702,307768
19070,26-01-2018,1,1523,INR,94607,190624
19071,26-01-2018,1,1310,INR,60431,549514
19072,26-01-2018,1,231,INR,57323,98052
19073,26-01-2018,7,1875,INR,91241,464436
19074,26-01-2018,15,5079,INR,91122,329350
19075,26-01-2018,1,653,INR,46503,550699
19076,26-01-2018,1,51,INR,95728,286441
19077,26-01-2018,3,625,INR,55057,378021
19078,26-01-2018,15,3204,INR,51557,312393
19079,26-01-2018,1,301,INR,99135,464437
19080,26-01-2018,5,0,INR,18797,576052
19081,26-01-2018,9,7764,INR,34418,304629
19082,26-01-2018,1,194,INR,39368,441736
19083,26-01-2018,4,1417,INR,66640,218160
19084,26-01-2018,1,111,INR,73250,472010
19085,26-01-2018,2,671,INR,43269,464847
19086,26-01-2018,1,88,INR,52200,300219
19087,26-01-2018,36,15056,INR,28010,300217
19088,26-01-2018,2,1181,INR,56642,577688
19089,26-01-2018,1,79,INR,71805,51790
19090,26-01-2018,1,93,INR,7203,549231
19091,26-01-2018,1,56,INR,32029,153393
19092,26-01-2018,1,264,INR,21778,460765
19093,26-01-2018,3,847,INR,20109,51817
19094,26-01-2018,8,2523,INR,57116,157537
19095,26-01-2018,1,417,INR,11625,484842
19096,26-01-2018,1,93,INR,20123,82799
19097,26-01-2018,1,56,INR,21724,446922
19098,26-01-2018,1,130,INR,49887,359622
19099,26-01-2018,4,1014,INR,62231,359985
19100,26-01-2018,1,278,INR,83674,438583
19101,26-01-2018,1,139,INR,85299,505388
19102,26-01-2018,1,185,INR,44393,13008
19103,26-01-2018,1,0,INR,89330,511812
19104,26-01-2018,13,2194,INR,72876,324676
19105,26-01-2018,2,556,INR,8730,332246
19106,26-01-2018,6,1690,INR,32442,437470
19107,26-01-2018,27,5963,INR,49661,388800
19108,26-01-2018,10,1500,INR,68140,12615
19109,26-01-2018,1,181,INR,12443,457857
19110,26-01-2018,1,46,INR,43487,347240
19111,26-01-2018,4,560,INR,36900,497076
19112,26-01-2018,1,417,INR,26110,130525
19113,26-01-2018,1,46,INR,57885,531365
19114,26-01-2018,5,1616,INR,6964,27858
19115,26-01-2018,1,264,INR,87373,485998
19116,26-01-2018,2,514,INR,41073,331297
19117,26-01-2018,1,0,INR,86413,472694
19118,26-01-2018,8,1444,INR,6420,42932
19119,26-01-2018,1,153,INR,64643,331189
19120,26-01-2018,6,3162,INR,27669,407244
19121,26-01-2018,1,167,INR,74339,297562
19122,26-01-2018,1,157,INR,97502,331192
19123,26-01-2018,1,713,INR,25837,443937
19124,26-01-2018,2,963,INR,14385,548765
19125,26-01-2018,3,0,INR,40064,191903
19126,26-01-2018,12,3269,INR,28776,263204
19127,26-01-2018,6,6435,INR,15389,493128
19128,26-01-2018,4,4153,INR,9451,494338
19129,26-01-2018,6,5199,INR,93464,322311
19130,26-01-2018,1,60,INR,54707,409159
19131,26-01-2018,6,3338,INR,24637,13066
19132,26-01-2018,1,148,INR,64742,446140
19133,26-01-2018,2,875,INR,76099,13065
19134,26-01-2018,3,690,INR,61547,526340
19135,26-01-2018,3,574,INR,45564,377825
19136,26-01-2018,1,79,INR,6568,209194
19137,26-01-2018,2,574,INR,79252,61682
19138,26-01-2018,1,97,INR,96659,361639
19139,26-01-2018,2,227,INR,84486,538998
19140,26-01-2018,1,366,INR,30065,503248
19141,26-01-2018,4,4620,INR,82058,179773
19142,26-01-2018,1,157,INR,62991,324401
19143,26-01-2018,1,1935,INR,57471,177162
19144,26-01-2018,1,222,INR,51316,395445
19145,26-01-2018,1,477,INR,84418,489174
19146,26-01-2018,1,190,INR,37516,504383
19147,26-01-2018,2,3185,INR,14609,571848
19148,26-01-2018,1,1023,INR,9028,512193
19149,26-01-2018,1,755,INR,40111,68302
19150,26-01-2018,1,245,INR,78626,362411
19151,26-01-2018,1,1287,INR,58915,557313
19152,26-01-2018,1,287,INR,65070,342546
19153,26-01-2018,13,1662,INR,53266,416224
19154,26-01-2018,40,4981,INR,82628,392872
19155,26-01-2018,1,181,INR,37829,446364
19156,26-01-2018,1,60,INR,48335,551638
19157,26-01-2018,21,2037,INR,7861,180884
19158,26-01-2018,5,0,INR,58778,180851
19159,26-01-2018,375,20829,INR,11396,268884
19160,26-01-2018,9,810,INR,51100,413600
19161,26-01-2018,41,4259,INR,93009,503344
19162,26-01-2018,11,889,INR,17664,31538
19163,26-01-2018,2,199,INR,32957,494530
19164,26-01-2018,110,9639,INR,78869,370948
19165,26-01-2018,120,19222,INR,82760,103755
19166,26-01-2018,1,74,INR,92458,515801
19167,26-01-2018,1,79,INR,44791,399325
19168,26-01-2018,4,426,INR,29398,549026
19169,26-01-2018,12,1241,INR,96042,337616
19170,26-01-2018,1,93,INR,8210,498979
19171,26-01-2018,1,125,INR,35654,413181
19172,26-01-2018,2,653,INR,51165,417281
19173,26-01-2018,1,97,INR,48922,492736
19174,26-01-2018,1,222,INR,37817,491765
19175,26-01-2018,1,352,INR,3013,492734
19176,26-01-2018,1,153,INR,6937,175173
19177,26-01-2018,3,421,INR,27328,249060
19178,26-01-2018,10,704,INR,97152,574233
19179,26-01-2018,7,727,INR,91809,259857
19180,26-01-2018,21,1986,INR,60975,358263
19181,26-01-2018,1,65,INR,7128,426429
19182,26-01-2018,25,0,INR,48082,194173
19183,26-01-2018,1,79,INR,82473,403536
19184,26-01-2018,1,245,INR,90851,576829
19185,26-01-2018,1,65,INR,59542,554042
19186,26-01-2018,1,259,INR,32209,484203
19187,26-01-2018,1,528,INR,89417,403680
19188,26-01-2018,1,389,INR,18860,467362
19189,26-01-2018,1,449,INR,24595,452457
19190,26-01-2018,1,93,INR,28437,183597
19191,26-01-2018,1,106,INR,26940,126281
19192,26-01-2018,1,74,INR,42125,535117
19193,26-01-2018,1,88,INR,77533,141661
19194,26-01-2018,1,398,INR,86280,561404
19195,26-01-2018,1,199,INR,55187,286667
19196,26-01-2018,16,4111,INR,15765,526678
19197,26-01-2018,1,83,INR,72460,580389
19198,26-01-2018,5,5306,INR,70770,519650
19199,26-01-2018,1,134,INR,569,403229
19200,26-01-2018,1,394,INR,84726,407704
19201,26-01-2018,1,296,INR,62179,562035
19202,26-01-2018,16,5898,INR,7090,58093
19203,26-01-2018,5,491,INR,32183,519279
19204,26-01-2018,1,65,INR,92069,533682
19205,26-01-2018,1,134,INR,5451,182023
19206,26-01-2018,1,93,INR,35354,22103
19207,26-01-2018,18,2412,INR,59587,580229
19208,26-01-2018,1,32,INR,2791,533256
19209,26-01-2018,1,97,INR,86431,565613
19210,26-01-2018,1,32,INR,5831,571087
19211,26-01-2018,36,5065,INR,56594,458682
19212,26-01-2018,1,42,INR,45161,480191
19213,26-01-2018,1,106,INR,69578,498942
19214,26-01-2018,37,3912,INR,91960,150241
19215,26-01-2018,1,46,INR,45197,438410
19216,26-01-2018,1,102,INR,18713,472515
19217,26-01-2018,1,148,INR,22960,462381
19218,26-01-2018,1,148,INR,35238,534317
19219,26-01-2018,1,181,INR,99869,83333
19220,26-01-2018,1,134,INR,15672,367269
19221,26-01-2018,1,65,INR,81709,415689
19222,26-01-2018,26,3801,INR,18644,545585
19223,26-01-2018,1,60,INR,2687,492437
19224,26-01-2018,1,171,INR,44861,441358
19225,26-01-2018,85,13981,INR,22626,417912
19226,26-01-2018,1,130,INR,31901,430853
19227,26-01-2018,1,106,INR,25196,529991
19228,26-01-2018,1,139,INR,33205,537268
19229,26-01-2018,1,315,INR,64795,19872
19230,26-01-2018,1,93,INR,84140,445381
19231,26-01-2018,24,9968,INR,18211,188269
19232,26-01-2018,1,394,INR,90724,553375
19233,26-01-2018,1,278,INR,30706,543219
19234,26-01-2018,1,199,INR,96271,403830
19235,26-01-2018,1,236,INR,67938,187910
19236,26-01-2018,2,236,INR,36717,212959
19237,26-01-2018,1,51,INR,52413,420517
19238,26-01-2018,1,74,INR,10514,538928
19239,26-01-2018,1,56,INR,20808,140747
19240,26-01-2018,1,51,INR,37138,516913
19241,26-01-2018,50,5486,INR,58251,113392
19242,26-01-2018,2,255,INR,21838,564357
19243,26-01-2018,1,65,INR,4115,555038
19244,26-01-2018,1,37,INR,7758,501660
19245,26-01-2018,1,65,INR,98983,230594
19246,26-01-2018,1,144,INR,61680,499886
19247,26-01-2018,35,4403,INR,8314,289842
19248,26-01-2018,1,144,INR,16364,525385
19249,26-01-2018,1,157,INR,51982,285235
19250,26-01-2018,16,10755,INR,68558,133942
19251,26-01-2018,19,6833,INR,99000,433293
19252,26-01-2018,1,144,INR,95061,546410
19253,26-01-2018,1,181,INR,88943,540413
19254,26-01-2018,1,157,INR,93336,488948
19255,26-01-2018,1,171,INR,89063,4065
19256,26-01-2018,1,426,INR,34796,400503
19257,26-01-2018,1,199,INR,9749,82802
19258,26-01-2018,1,46,INR,17576,428785
19259,26-01-2018,1,42,INR,90060,22766
19260,26-01-2018,1,130,INR,66781,463712
19261,26-01-2018,1,208,INR,18980,146016
19262,26-01-2018,2,556,INR,65405,410663
19263,26-01-2018,1,125,INR,44201,191328
19264,26-01-2018,1,315,INR,43980,338595
19265,26-01-2018,153,71824,INR,81026,480432
19266,26-01-2018,1,375,INR,67442,534260
19267,26-01-2018,1,569,INR,40192,453174
19268,26-01-2018,2,1444,INR,36962,296207
19269,26-01-2018,113,69032,INR,27832,472928
